id,name,dish,qty,price,total,date,city
2843,Priyansh Bhargava,Rava Dosa,1,366.63,366.63,2025-03-09,Mysuru
2844,Aaina Rastogi,Dosa,3,491.9,1475.7,2025-06-24,Bengaluru
2845,Nitara Gokhale,Sambar Rice,3,196.24,588.72,2025-08-07,Thiruvananthapuram
2846,Raunak Ratta,Idli,4,75.32,301.28,2024-12-03,Bengaluru
2847,Suhana Kohli,Pongal,5,185.95,929.75,2024-10-09,Mysuru
2848,Zoya Sekhon,Bisibele Bath,5,87.23,436.15,2024-12-14,Vijayawada
2849,Riya Sabharwal,Rasam Rice,2,274.43,548.86,2025-03-20,Thiruvananthapuram
2850,Ehsaan Dhaliwal,Neer Dosa,2,383.23,766.46,2024-09-14,Thiruvananthapuram
2851,Umang Bath,Sambar Rice,4,422.91,1691.64,2025-04-19,Chennai
2852,Advik Bora,Dosa,1,340.12,340.12,2025-01-27,Trichy
2853,Prerak Devi,Pesarattu,5,112.62,563.1,2024-09-25,Mysuru
2854,Nirvi Kala,Neer Dosa,5,354.44,1772.2,2025-06-05,Coimbatore
2855,Hiran Halder,Vada,2,190.98,381.96,2024-12-10,Thiruvananthapuram
2856,Emir Babu,Sambar Rice,3,414.68,1244.04,2024-10-22,Mysuru
2857,Indranil Bains,Uttapam,3,240.67,722.01,2025-04-24,Mysuru
2858,Indranil Zacharia,Medu Vada,4,114.98,459.92,2024-11-12,Vijayawada
2859,Seher Raman,Sambar Rice,4,497.9,1991.6,2025-03-05,Bengaluru
2860,Rania Mannan,Medu Vada,3,421.76,1265.28,2024-09-16,Coimbatore
2861,Shalv Sandhu,Rava Dosa,4,82.67,330.68,2025-03-01,Chennai
2862,Miraya Kale,Uttapam,1,76.48,76.48,2025-04-02,Vijayawada
2863,Urvi Brahmbhatt,Medu Vada,1,99.31,99.31,2025-01-23,Vijayawada
2864,Kiaan Zachariah,Curd Rice,3,477.51,1432.53,2024-11-15,Vijayawada
2865,Ehsaan Kapadia,Sambar Rice,4,408.85,1635.4,2025-05-22,Bengaluru
2866,Adira Balan,Pongal,2,207.59,415.18,2025-05-01,Vijayawada
2867,Mahika Shetty,Medu Vada,1,245.03,245.03,2024-11-06,Bengaluru
2868,Jayesh Ramaswamy,Uttapam,1,247.45,247.45,2024-08-27,Chennai
2869,Eva Som,Pongal,1,289.89,289.89,2025-04-21,Coimbatore
2870,Vritika Zacharia,Curd Rice,2,219.91,439.82,2025-01-28,Trichy
2871,Purab Bail,Rava Dosa,1,243.28,243.28,2025-02-27,Thiruvananthapuram
2872,Khushi Choudhury,Medu Vada,3,296.11,888.33,2025-01-25,Thiruvananthapuram
2873,Nishith Yogi,Pongal,4,95.58,382.32,2024-11-18,Mysuru
2874,Hazel Hayre,Dosa,4,185.81,743.24,2025-08-05,Chennai
2875,Mahika Soman,Uttapam,3,374.66,1123.98,2025-06-18,Coimbatore
2876,Prisha Kakar,Pongal,5,265.62,1328.1,2025-03-31,Hyderabad
2877,Gokul Wason,Dosa,1,79.55,79.55,2024-10-24,Thiruvananthapuram
2878,Saanvi Reddy,Sambar Rice,1,80.2,80.2,2025-06-15,Vijayawada
2879,Madhup Vasa,Uttapam,5,108.55,542.75,2024-09-18,Hyderabad
2880,Divij Dhaliwal,Dosa,2,267.38,534.76,2025-05-03,Mysuru
2881,Kabir Sane,Pongal,5,369.87,1849.35,2024-10-24,Bengaluru
2882,Kiaan Yogi,Rasam Rice,1,298.35,298.35,2025-03-22,Trichy
2883,Adira Manda,Rava Dosa,4,314.99,1259.96,2025-05-25,Trichy
2884,Aarav Saha,Dosa,2,225.14,450.28,2025-01-12,Thiruvananthapuram
2885,Mishti Deshmukh,Uttapam,2,290.03,580.06,2025-05-11,Bengaluru
2886,Emir Basak,Vada,4,111.76,447.04,2025-01-05,Trichy
2887,Ishaan Sekhon,Medu Vada,5,228.53,1142.65,2025-05-25,Mysuru
2888,Ivan Bal,Vada,4,433.36,1733.44,2025-01-04,Trichy
2889,Charvi Issac,Upma,5,233.61,1168.05,2025-06-23,Thiruvananthapuram
2890,Anay Sangha,Vada,4,51.13,204.52,2025-01-10,Thiruvananthapuram
2891,Taimur Sha,Pesarattu,1,268.2,268.2,2025-03-29,Thiruvananthapuram
2892,Kiaan Majumdar,Vada,3,241.79,725.37,2025-05-29,Mysuru
2893,Dharmajan Saxena,Vada,5,338.97,1694.85,2024-08-29,Hyderabad
2894,Jiya Apte,Vada,2,68.58,137.16,2025-05-08,Mysuru
2895,Mishti Manne,Pesarattu,1,135.51,135.51,2025-02-25,Bengaluru
2896,Kashvi Kalita,Medu Vada,1,250.1,250.1,2025-02-22,Trichy
2897,Mohanlal Mandal,Sambar Rice,3,64.21,192.63,2025-06-11,Thiruvananthapuram
2898,Advika Chandra,Rava Dosa,3,259.9,779.7,2024-09-21,Thiruvananthapuram
2899,Amira Maharaj,Uttapam,4,90.24,360.96,2024-12-01,Mysuru
2900,Abram Taneja,Vada,5,448.32,2241.6,2025-01-31,Mysuru
2901,Tejas Zachariah,Rava Dosa,3,53.27,159.81,2024-11-04,Vijayawada
2902,Indrans Dalal,Pongal,5,129.97,649.85,2025-06-05,Mysuru
2903,Taran Kumar,Idli,4,240.08,960.32,2024-10-31,Thiruvananthapuram
2904,Seher Doctor,Vada,3,278.7,836.1,2025-03-28,Coimbatore
2905,Neysa Bobal,Curd Rice,5,292.64,1463.2,2025-07-29,Chennai
2906,Anahita Madan,Medu Vada,2,358.35,716.7,2024-10-20,Coimbatore
2907,Tejas Bava,Rava Dosa,5,209.13,1045.65,2024-10-31,Trichy
2908,Taran Sura,Curd Rice,2,197.03,394.06,2025-06-06,Bengaluru
2909,Faiyaz Dora,Pesarattu,2,266.57,533.14,2025-07-08,Coimbatore
2910,Abram Mannan,Rava Dosa,5,88.74,443.7,2025-01-08,Coimbatore
2911,Jivin Virk,Pesarattu,3,92.8,278.4,2024-10-02,Vijayawada
2912,Aniruddh Behl,Pesarattu,4,433.74,1734.96,2025-07-21,Trichy
2913,Dhruv Sekhon,Upma,4,82.19,328.76,2025-07-28,Hyderabad
2914,Sahil Sabharwal,Curd Rice,1,301.31,301.31,2025-03-04,Trichy
2915,Vihaan Kamdar,Uttapam,2,75.07,150.14,2025-02-20,Coimbatore
2916,Zeeshan Ray,Sambar Rice,2,456.03,912.06,2025-02-14,Vijayawada
2917,Jhanvi Varkey,Dosa,5,298.36,1491.8,2025-02-05,Chennai
2918,Ranbir Arya,Dosa,3,61.71,185.13,2025-04-17,Thiruvananthapuram
2919,Shaan Keer,Dosa,4,449.46,1797.84,2025-02-08,Bengaluru
2920,Hrishita Sabharwal,Medu Vada,5,329.21,1646.05,2025-07-25,Coimbatore
2921,Urvi Goyal,Idli,4,122.92,491.68,2024-11-10,Mysuru
2922,Ritvik Gola,Neer Dosa,5,484.14,2420.7,2025-07-13,Chennai
2923,Jivin Mander,Rasam Rice,4,191.24,764.96,2024-10-19,Chennai
2924,Riaan Jhaveri,Idli,3,178.15,534.45,2024-12-21,Trichy
2925,Indrans Ghose,Pesarattu,1,164.48,164.48,2024-12-22,Hyderabad
2926,Amira Bajaj,Dosa,4,465.87,1863.48,2025-01-15,Bengaluru
2927,Riaan Soman,Pesarattu,3,309.54,928.62,2025-06-22,Vijayawada
2928,Trisha De,Medu Vada,3,150.01,450.03,2025-03-19,Thiruvananthapuram
2929,Nirvi Dora,Medu Vada,5,271.92,1359.6,2025-06-13,Trichy
2930,Vivaan Tella,Medu Vada,5,430.51,2152.55,2024-11-05,Mysuru
2931,Romil Sarkar,Pongal,5,178.06,890.3,2025-06-09,Coimbatore
2932,Vardaniya Goel,Sambar Rice,5,486.3,2431.5,2025-01-12,Coimbatore
2933,Saira Ahuja,Sambar Rice,4,327.97,1311.88,2024-10-27,Trichy
2934,Jhanvi Bhatt,Dosa,4,300.24,1200.96,2025-06-09,Coimbatore
2935,Rati Ahluwalia,Rava Dosa,4,439.51,1758.04,2024-09-29,Mysuru
2936,Chirag Ramachandran,Bisibele Bath,3,105.41,316.23,2024-12-10,Coimbatore
2937,Darshit Lal,Upma,3,366.82,1100.46,2025-06-24,Hyderabad
2938,Suhana Bhatnagar,Curd Rice,2,360.77,721.54,2025-02-05,Mysuru
2939,Dhanush Doctor,Uttapam,4,232.93,931.72,2024-10-28,Mysuru
2940,Ehsaan Wali,Bisibele Bath,4,295.93,1183.72,2025-07-24,Thiruvananthapuram
2941,Nehmat Kulkarni,Pongal,5,405.86,2029.3,2024-12-05,Hyderabad
2942,Raunak Venkatesh,Neer Dosa,3,132.33,396.99,2024-10-24,Vijayawada
2943,Tanya Das,Pongal,5,298.53,1492.65,2025-07-22,Trichy
2944,Yasmin Khurana,Curd Rice,4,349.77,1399.08,2024-10-04,Chennai
2945,Neelofar Gera,Rava Dosa,2,296.48,592.96,2024-10-20,Mysuru
2946,Vanya Sagar,Pesarattu,5,470.0,2350.0,2025-06-16,Chennai
2947,Inaaya  Anne,Upma,1,67.02,67.02,2024-08-16,Thiruvananthapuram
2948,Saksham Lall,Upma,5,202.56,1012.8,2025-05-04,Mysuru
2949,Armaan Balan,Rasam Rice,3,451.39,1354.17,2024-10-10,Coimbatore
2950,Myra Gopal,Uttapam,1,359.55,359.55,2025-01-21,Trichy
2951,Aaina Agate,Pesarattu,4,142.53,570.12,2025-06-18,Trichy
2952,Diya Mammen,Idli,5,429.17,2145.85,2025-07-23,Thiruvananthapuram
2953,Aarush Mane,Medu Vada,5,346.95,1734.75,2025-02-04,Mysuru
2954,Jhanvi Bajwa,Sambar Rice,3,256.12,768.36,2024-11-05,Thiruvananthapuram
2955,Romil D’Alia,Upma,2,247.94,495.88,2025-01-07,Trichy
2956,Devansh Garg,Rava Dosa,1,404.63,404.63,2024-12-23,Mysuru
2957,Eva Babu,Dosa,2,417.73,835.46,2024-12-30,Trichy
2958,Faiyaz Wable,Medu Vada,1,61.06,61.06,2025-08-08,Hyderabad
2959,Divij Bhatia,Vada,2,269.0,538.0,2025-02-12,Chennai
2960,Prisha Khare,Uttapam,4,148.15,592.6,2024-10-10,Hyderabad
2961,Nitya Sathe,Upma,4,297.83,1191.32,2025-01-25,Hyderabad
2962,Jivin Arya,Dosa,5,79.92,399.6,2025-08-06,Bengaluru
2963,Shayak Hari,Dosa,3,107.11,321.33,2024-11-12,Chennai
2964,Vanya Chaudhari,Bisibele Bath,4,305.85,1223.4,2025-04-09,Coimbatore
2965,Hiran Char,Rava Dosa,3,376.02,1128.06,2025-02-01,Coimbatore
2966,Tushar Buch,Dosa,1,472.01,472.01,2025-01-25,Bengaluru
2967,Drishya Dixit,Upma,3,379.68,1139.04,2024-08-16,Mysuru
2968,Ivana Ganesh,Sambar Rice,4,218.77,875.08,2024-10-28,Coimbatore
2969,Zaina Kurian,Bisibele Bath,5,314.39,1571.95,2024-12-08,Chennai
2970,Zoya Dua,Vada,5,344.25,1721.25,2025-04-19,Thiruvananthapuram
2971,Anay Sha,Neer Dosa,2,376.23,752.46,2025-08-10,Mysuru
2972,Shanaya Kale,Uttapam,5,153.9,769.5,2025-02-15,Trichy
2973,Dishani Kohli,Dosa,5,253.36,1266.8,2025-02-14,Thiruvananthapuram
2974,Taran Choudhury,Rasam Rice,2,71.28,142.56,2024-11-15,Vijayawada
2975,Yasmin Sunder,Pongal,4,393.13,1572.52,2025-07-10,Vijayawada
2976,Mohanlal Manda,Medu Vada,1,300.19,300.19,2024-10-25,Coimbatore
2977,Kartik Sandhu,Rava Dosa,4,117.21,468.84,2025-06-07,Coimbatore
2978,Yasmin Ramesh,Idli,3,106.64,319.92,2025-05-20,Vijayawada
2979,Advik Datta,Bisibele Bath,3,52.64,157.92,2025-02-20,Chennai
2980,Elakshi Madan,Sambar Rice,2,265.78,531.56,2024-10-01,Trichy
2981,Devansh Krish,Vada,5,91.22,456.1,2024-12-09,Trichy
2982,Jhanvi Goel,Sambar Rice,2,140.56,281.12,2025-02-05,Vijayawada
2983,Vidur Virk,Idli,5,169.49,847.45,2024-10-29,Thiruvananthapuram
2984,Aaryahi Kar,Pongal,2,164.85,329.7,2025-04-19,Coimbatore
2985,Tushar Baral,Medu Vada,4,264.88,1059.52,2025-04-10,Hyderabad
2986,Mishti Kaur,Curd Rice,1,352.93,352.93,2025-04-19,Chennai
2987,Tushar Baral,Medu Vada,2,485.9,971.8,2025-04-02,Bengaluru
2988,Baiju Dara,Pesarattu,1,189.4,189.4,2025-03-13,Hyderabad
2989,Azad Badal,Bisibele Bath,5,133.37,666.85,2025-02-21,Trichy
2990,Akarsh Shah,Medu Vada,5,418.43,2092.15,2024-11-11,Vijayawada
2991,Neelofar Mani,Pongal,4,325.69,1302.76,2025-03-07,Thiruvananthapuram
2992,Kabir Bandi,Pesarattu,1,362.2,362.2,2025-03-20,Hyderabad
2993,Emir Desai,Medu Vada,1,154.42,154.42,2025-06-16,Bengaluru
2994,Nitya Lad,Idli,4,216.55,866.2,2025-05-04,Chennai
2995,Elakshi Ramakrishnan,Idli,2,493.72,987.44,2025-08-01,Bengaluru
2996,Vardaniya Sethi,Pesarattu,5,283.19,1415.95,2025-05-04,Coimbatore
2997,Anika Garde,Dosa,3,236.96,710.88,2025-05-18,Vijayawada
2998,Ayesha Bains,Rava Dosa,4,451.06,1804.24,2024-08-26,Bengaluru
2999,Ojas Cherian,Vada,1,177.4,177.4,2024-08-16,Hyderabad
3000,Dhanuk Sarraf,Bisibele Bath,3,57.82,173.46,2024-10-23,Chennai
3001,Jayesh Kala,Uttapam,3,449.69,1349.07,2024-10-03,Chennai
3002,Akarsh Garde,Vada,5,161.55,807.75,2025-03-22,Hyderabad
3003,Manikya Sandal,Curd Rice,2,233.4,466.8,2024-11-27,Vijayawada
3004,Armaan Buch,Sambar Rice,2,188.23,376.46,2025-01-13,Hyderabad
3005,Hiran Srivastava,Neer Dosa,2,349.27,698.54,2024-10-10,Chennai
3006,Pari Tata,Bisibele Bath,1,488.0,488.0,2025-08-02,Trichy
3007,Ahana  Rajagopalan,Medu Vada,5,376.75,1883.75,2025-03-05,Thiruvananthapuram
3008,Rania Bhavsar,Pesarattu,4,99.86,399.44,2025-04-02,Vijayawada
3009,Zain Saraf,Vada,3,279.4,838.2,2024-12-07,Mysuru
3010,Kartik Deshmukh,Curd Rice,3,497.82,1493.46,2024-10-30,Thiruvananthapuram
3011,Kashvi Sami,Vada,3,179.25,537.75,2024-11-09,Hyderabad
3012,Suhana Chokshi,Idli,1,326.96,326.96,2024-11-25,Mysuru
3013,Devansh Ratta,Medu Vada,3,156.72,470.16,2025-08-10,Coimbatore
3014,Tara Rastogi,Idli,5,436.16,2180.8,2025-07-11,Thiruvananthapuram
3015,Jayesh Ratti,Upma,1,265.1,265.1,2025-05-22,Thiruvananthapuram
3016,Dishani Butala,Pesarattu,2,429.32,858.64,2024-12-16,Trichy
3017,Rhea Chowdhury,Sambar Rice,5,417.54,2087.7,2024-11-22,Thiruvananthapuram
3018,Jivika Barman,Medu Vada,5,468.89,2344.45,2024-10-12,Mysuru
3019,Ivana Venkatesh,Upma,2,104.65,209.3,2025-06-15,Mysuru
3020,Uthkarsh Bal,Bisibele Bath,5,310.0,1550.0,2024-12-29,Thiruvananthapuram
3021,Hrishita Mahajan,Dosa,5,140.25,701.25,2024-12-24,Trichy
3022,Myra Mahajan,Upma,1,290.09,290.09,2025-01-14,Coimbatore
3023,Mishti Toor,Bisibele Bath,4,450.6,1802.4,2025-06-08,Mysuru
3024,Zeeshan Mani,Medu Vada,2,394.09,788.18,2025-04-13,Chennai
3025,Fateh Grover,Vada,3,343.8,1031.4,2024-08-19,Vijayawada
3026,Yuvraj  Sami,Sambar Rice,1,143.34,143.34,2024-09-23,Trichy
3027,Manjari Edwin,Vada,1,239.32,239.32,2025-03-14,Coimbatore
3028,Advika Setty,Dosa,4,357.69,1430.76,2025-07-23,Thiruvananthapuram
3029,Oorja Sathe,Pongal,2,283.12,566.24,2024-10-03,Thiruvananthapuram
3030,Bhamini Deshpande,Rava Dosa,2,96.63,193.26,2025-05-05,Thiruvananthapuram
3031,Saira Sama,Pesarattu,4,418.19,1672.76,2024-10-10,Bengaluru
3032,Lavanya Raja,Vada,5,432.83,2164.15,2024-09-03,Trichy
3033,Oorja Hayer,Curd Rice,4,98.67,394.68,2025-07-23,Trichy
3034,Hunar Loyal,Idli,2,70.77,141.54,2025-03-23,Coimbatore
3035,Ranbir Raman,Pesarattu,4,221.88,887.52,2025-08-09,Mysuru
3036,Yuvraj  Roy,Neer Dosa,4,424.04,1696.16,2024-10-08,Thiruvananthapuram
3037,Vanya Ghosh,Medu Vada,3,275.89,827.67,2024-10-15,Mysuru
3038,Alisha Bir,Neer Dosa,4,390.43,1561.72,2024-08-13,Thiruvananthapuram
3039,Jhanvi Sankaran,Medu Vada,3,450.87,1352.61,2025-03-21,Vijayawada
3040,Akarsh Ravel,Pongal,4,405.0,1620.0,2025-06-23,Thiruvananthapuram
3041,Gatik Devan,Pesarattu,5,123.53,617.65,2024-09-11,Hyderabad
3042,Kiaan Mangat,Pesarattu,1,145.96,145.96,2025-07-03,Trichy
3043,Kartik Agrawal,Pesarattu,4,353.8,1415.2,2025-06-14,Chennai
3044,Vaibhav Bassi,Curd Rice,2,470.17,940.34,2025-01-21,Coimbatore
3045,Drishya Setty,Rasam Rice,5,274.91,1374.55,2025-08-06,Mysuru
3046,Riya Shere,Upma,4,495.97,1983.88,2024-09-30,Trichy
3047,Indranil Kalita,Pongal,3,341.72,1025.16,2025-01-24,Coimbatore
3048,Zain Srinivas,Rava Dosa,4,154.33,617.32,2025-07-16,Trichy
3049,Renee Arya,Bisibele Bath,3,290.87,872.61,2024-11-15,Hyderabad
3050,Ojas Dalal,Bisibele Bath,1,179.16,179.16,2025-07-03,Chennai
3051,Suhana Bhandari,Neer Dosa,1,285.05,285.05,2024-12-20,Bengaluru
3052,Pihu Ram,Vada,4,321.56,1286.24,2025-03-26,Chennai
3053,Myra Talwar,Curd Rice,1,127.5,127.5,2024-10-01,Mysuru
3054,Arnav Gola,Rasam Rice,1,467.65,467.65,2025-03-08,Coimbatore
3055,Mahika Gera,Idli,3,161.4,484.2,2024-11-13,Bengaluru
3056,Bhavin Sarkar,Rasam Rice,3,328.81,986.43,2025-04-16,Hyderabad
3057,Nitara Sarkar,Medu Vada,1,209.36,209.36,2024-09-14,Thiruvananthapuram
3058,Indrans Kapur,Pongal,2,259.02,518.04,2024-12-26,Bengaluru
3059,Aarav Saini,Sambar Rice,3,496.55,1489.65,2025-03-29,Bengaluru
3060,Kavya Hayre,Rava Dosa,1,367.71,367.71,2024-12-18,Hyderabad
3061,Sana Mann,Pongal,5,216.38,1081.9,2024-12-14,Coimbatore
3062,Ivana Manda,Idli,3,377.51,1132.53,2024-09-14,Trichy
3063,Manjari Balasubramanian,Uttapam,4,149.49,597.96,2025-02-26,Hyderabad
3064,Alia Varty,Pesarattu,2,284.43,568.86,2024-09-26,Chennai
3065,Jayant Lalla,Idli,2,492.83,985.66,2024-10-20,Thiruvananthapuram
3066,Urvi Arora,Rasam Rice,1,310.24,310.24,2024-10-04,Thiruvananthapuram
3067,Indrans Zachariah,Sambar Rice,4,212.99,851.96,2024-10-23,Trichy
3068,Sara Wali,Rasam Rice,3,271.66,814.98,2025-06-20,Hyderabad
3069,Inaaya  Ganguly,Rasam Rice,4,59.47,237.88,2025-07-19,Vijayawada
3070,Neelofar Mahal,Neer Dosa,4,116.28,465.12,2025-07-17,Vijayawada
3071,Vaibhav Thaman,Medu Vada,1,320.69,320.69,2025-03-08,Hyderabad
3072,Anay Seshadri,Pesarattu,4,498.27,1993.08,2025-06-02,Vijayawada
3073,Nitya Balasubramanian,Sambar Rice,5,452.2,2261.0,2025-05-24,Trichy
3074,Jhanvi Mann,Idli,5,328.93,1644.65,2025-01-19,Chennai
3075,Rania Bobal,Vada,5,411.8,2059.0,2025-04-08,Thiruvananthapuram
3076,Hiran Karpe,Neer Dosa,3,144.59,433.77,2025-07-22,Chennai
3077,Nakul Chandran,Bisibele Bath,3,112.38,337.14,2024-08-17,Bengaluru
3078,Prisha Yogi,Curd Rice,3,289.38,868.14,2024-12-23,Mysuru
3079,Manjari Baral,Pesarattu,4,457.75,1831.0,2024-08-19,Mysuru
3080,Kimaya Mahal,Dosa,5,278.62,1393.1,2025-06-06,Trichy
3081,Manikya Bhatt,Curd Rice,1,268.34,268.34,2024-08-13,Mysuru
3082,Abram Issac,Medu Vada,4,66.18,264.72,2025-04-15,Hyderabad
3083,Alisha Bhatnagar,Rava Dosa,1,468.95,468.95,2025-01-24,Thiruvananthapuram
3084,Biju Anne,Rasam Rice,2,411.27,822.54,2025-06-09,Coimbatore
3085,Hazel Virk,Sambar Rice,5,437.49,2187.45,2025-05-26,Chennai
3086,Ehsaan Kata,Sambar Rice,3,322.94,968.82,2024-11-27,Bengaluru
3087,Kiara Contractor,Idli,1,232.81,232.81,2025-01-28,Chennai
3088,Indrajit Golla,Pesarattu,5,90.71,453.55,2025-02-09,Chennai
3089,Seher Chadha,Rava Dosa,1,342.22,342.22,2024-08-16,Bengaluru
3090,Aarna Basu,Pesarattu,5,134.27,671.35,2025-05-11,Trichy
3091,Nirvi Kota,Pesarattu,5,382.79,1913.95,2024-11-18,Thiruvananthapuram
3092,Aayush Raju,Idli,3,484.24,1452.72,2025-04-27,Hyderabad
3093,Shray Hari,Curd Rice,1,467.09,467.09,2024-10-23,Vijayawada
3094,Akarsh Trivedi,Uttapam,2,225.83,451.66,2025-07-17,Hyderabad
3095,Jivin Venkataraman,Curd Rice,4,78.14,312.56,2025-05-17,Mysuru
3096,Anika Kadakia,Dosa,2,177.44,354.88,2025-02-12,Chennai
3097,Zara Rattan,Pesarattu,3,52.84,158.52,2025-05-04,Hyderabad
3098,Bhavin Sahni,Neer Dosa,4,263.28,1053.12,2025-07-14,Trichy
3099,Rati Barad,Bisibele Bath,5,159.01,795.05,2025-03-29,Vijayawada
3100,Misha Rege,Curd Rice,1,217.53,217.53,2024-10-30,Mysuru
3101,Piya Bail,Idli,3,457.25,1371.75,2025-02-02,Mysuru
3102,Aniruddh Sheth,Pesarattu,4,100.6,402.4,2024-12-23,Thiruvananthapuram
3103,Faiyaz Devan,Uttapam,4,317.18,1268.72,2025-08-10,Hyderabad
3104,Sahil Chowdhury,Dosa,5,392.31,1961.55,2025-02-15,Trichy
3105,Indranil Dave,Rava Dosa,1,323.28,323.28,2025-03-12,Hyderabad
3106,Gokul Rana,Medu Vada,5,472.07,2360.35,2024-10-03,Bengaluru
3107,Romil Lal,Rasam Rice,5,59.47,297.35,2025-06-19,Trichy
3108,Aradhya Bhandari,Pesarattu,4,441.1,1764.4,2025-06-28,Vijayawada
3109,Ayesha Garde,Dosa,3,387.72,1163.16,2025-03-11,Trichy
3110,Shaan Warrior,Idli,1,178.45,178.45,2024-11-22,Vijayawada
3111,Lavanya Varkey,Medu Vada,5,114.74,573.7,2025-07-13,Chennai
3112,Jayesh Tella,Rava Dosa,5,423.6,2118.0,2024-12-08,Hyderabad
3113,Neelofar Majumdar,Curd Rice,5,360.89,1804.45,2025-04-23,Coimbatore
3114,Dishani Seth,Medu Vada,2,415.88,831.76,2024-08-18,Bengaluru
3115,Nirvi Sankar,Pesarattu,4,469.86,1879.44,2025-07-19,Chennai
3116,Amira Choudhury,Neer Dosa,3,62.23,186.69,2025-06-20,Mysuru
3117,Aarna Batra,Rasam Rice,4,129.57,518.28,2024-08-17,Vijayawada
3118,Kanav Manne,Neer Dosa,2,268.46,536.92,2025-07-09,Vijayawada
3119,Uthkarsh Chander,Curd Rice,2,182.77,365.54,2024-10-02,Hyderabad
3120,Heer Reddy,Uttapam,2,461.91,923.82,2025-02-22,Chennai
3121,Vanya Goyal,Upma,4,263.56,1054.24,2025-05-12,Mysuru
3122,Rohan Doshi,Rasam Rice,1,137.6,137.6,2024-08-20,Vijayawada
3123,Hunar Aggarwal,Uttapam,4,138.65,554.6,2025-02-18,Vijayawada
3124,Armaan Saini,Uttapam,5,467.45,2337.25,2025-05-23,Bengaluru
3125,Chirag Chand,Medu Vada,1,188.33,188.33,2024-10-10,Mysuru
3126,Shaan Din,Uttapam,1,160.36,160.36,2025-07-02,Vijayawada
3127,Dhanuk Kakar,Curd Rice,5,56.65,283.25,2024-09-28,Thiruvananthapuram
3128,Rania Barad,Rasam Rice,3,317.57,952.71,2025-03-16,Trichy
3129,Lakshay Bhavsar,Upma,4,102.75,411.0,2024-08-27,Chennai
3130,Dhruv Kara,Pongal,1,488.33,488.33,2025-06-12,Mysuru
3131,Pranay Kalita,Sambar Rice,4,250.8,1003.2,2025-08-11,Hyderabad
3132,Hunar Date,Vada,1,61.36,61.36,2025-05-07,Coimbatore
3133,Taran Halder,Medu Vada,5,465.42,2327.1,2024-09-18,Mysuru
3134,Vihaan Thakur,Medu Vada,5,164.22,821.1,2025-06-07,Mysuru
3135,Mishti Samra,Pesarattu,2,255.28,510.56,2024-12-16,Thiruvananthapuram
3136,Miraan Tailor,Curd Rice,1,139.73,139.73,2024-09-07,Trichy
3137,Nitya Malhotra,Bisibele Bath,4,365.79,1463.16,2024-11-08,Chennai
3138,Hazel Barad,Upma,2,418.49,836.98,2025-06-13,Trichy
3139,Dhruv Grover,Rava Dosa,1,380.87,380.87,2024-09-07,Bengaluru
3140,Advik Sehgal,Neer Dosa,1,175.03,175.03,2025-01-11,Vijayawada
3141,Tushar Bal,Uttapam,5,79.9,399.5,2025-06-18,Thiruvananthapuram
3142,Raunak Khosla,Curd Rice,5,261.56,1307.8,2025-03-11,Vijayawada
3143,Tarini Varma,Pesarattu,4,434.09,1736.36,2024-09-01,Trichy
3144,Jayesh Lata,Rava Dosa,5,192.47,962.35,2025-08-02,Hyderabad
3145,Siya Brahmbhatt,Neer Dosa,4,212.08,848.32,2024-12-12,Coimbatore
3146,Anahi Bansal,Vada,4,278.82,1115.28,2025-04-16,Coimbatore
3147,Faiyaz Dhar,Curd Rice,4,473.05,1892.2,2024-12-09,Mysuru
3148,Aarav Suresh,Dosa,4,202.36,809.44,2024-08-13,Mysuru
3149,Yashvi Varughese,Pongal,1,143.71,143.71,2025-07-08,Trichy
3150,Aaina Bath,Pongal,3,352.05,1056.15,2025-07-28,Vijayawada
3151,Nitara Iyengar,Idli,3,61.28,183.84,2024-10-09,Thiruvananthapuram
3152,Vihaan Agate,Uttapam,3,446.31,1338.93,2024-11-28,Vijayawada
3153,Zeeshan Batra,Pesarattu,1,154.06,154.06,2025-01-28,Chennai
3154,Arnav Golla,Rava Dosa,3,298.33,894.99,2024-12-18,Chennai
3155,Divit Khanna,Rasam Rice,4,418.66,1674.64,2025-08-03,Chennai
3156,Yakshit Barman,Pesarattu,4,459.46,1837.84,2024-10-06,Trichy
3157,Armaan Tripathi,Uttapam,4,170.03,680.12,2024-09-23,Mysuru
3158,Amani Ghosh,Dosa,2,322.83,645.66,2025-05-02,Bengaluru
3159,Yakshit Yogi,Sambar Rice,1,137.53,137.53,2024-10-13,Vijayawada
3160,Mehul Sahni,Rava Dosa,2,462.37,924.74,2025-04-11,Hyderabad
3161,Anaya Kaur,Dosa,5,498.14,2490.7,2025-06-16,Coimbatore
3162,Drishya Kibe,Pesarattu,2,268.99,537.98,2024-10-15,Hyderabad
3163,Nitya Ganesh,Idli,1,106.58,106.58,2025-05-25,Bengaluru
3164,Zain Rama,Sambar Rice,5,305.1,1525.5,2024-12-16,Vijayawada
3165,Charvi De,Rasam Rice,5,450.09,2250.45,2025-02-01,Trichy
3166,Hridaan Dhillon,Neer Dosa,2,68.45,136.9,2025-05-24,Hyderabad
3167,Taimur Mand,Dosa,5,371.53,1857.65,2025-05-06,Trichy
3168,Ira Sarna,Curd Rice,5,195.38,976.9,2024-12-02,Coimbatore
